Species,number,sex,m1 md,m2 md,m3 md,m1 bl tri,m1 bl tal,m2 bl tri,m2 bl tal,m3 bl tri,m3 bl tal
Ateles_paniscus_chameck,79936,F,5.5,5.5,4.87,5,5.5,,5.5,4.62,4.75
Ateles_paniscus_chameck,79942,F,5.25,5.12,5.25,5.25,5,4.87,4.62,4.37,4.25
Ateles_paniscus_chameck,79944,F,5.75,5.5,5.37,5.37,5.62,5,5.37,4.87,5
Ateles_paniscus_chameck,79938,F,5.37,5.62,,5,4.87,5.37,5.25,,
Ateles_paniscus_chameck,78447,F,5.12,5.5,4.75,4.75,4.87,5.12,5.25,4.25,4.37
Ateles_paniscus_chameck,88841,F,5.75,5.37,5.12,5.12,5.12,5.12,5,5.12,4.62
Ateles_paniscus_chameck,88840,F,5.37,5.25,4.62,4.5,5,4.62,4.5,4,3.75
Ateles_paniscus_chameck,88839,F,5.62,5.37,4.5,4.87,4.87,4.87,4.5,4.12,4
Ateles_paniscus_chameck,84216,F,5.25,5.25,4.5,4.62,4.87,4.75,4.75,4,4.12
Ateles_paniscus_chameck,64273,F,5.75,5.62,5,5.12,5.25,5,5.25,4.75,4.75
Ateles_paniscus_chameck,64274,F,5.75,6,5.25,5.5,5.25,5.62,5,5.37,4.5
Ateles_paniscus_chameck,88842,M,5.5,5.75,5.25,5.12,5,5.12,5.12,4.75,4.75
Ateles_paniscus_chameck,88843,M,5.62,5.5,5.37,5.12,5.12,5.25,5.25,4.87,4.87
Ateles_paniscus_chameck,79954,M,5.37,5.5,5.5,5.12,5,,4.87,4.62,4.87
Ateles_paniscus_chameck,79949,M,5,4.87,5,4.62,4.62,4.5,4.5,4.37,4.25
Ateles_paniscus_chameck,79947,M,4.62,4.87,4.62,4.25,4.12,4.25,4,4,3.87
Ateles_paniscus_chameck,79940,M,5.62,5.37,5.12,5.12,5.12,4.62,4.87,4.37,4.37
Ateles_paniscus_chameck,25324,M,5.37,5,4.5,4.87,5.12,4.75,4.62,4.5,4
Ateles_paniscus_chameck,21387,M,5.56,5.87,4.87,5.25,5,5.37,5,4.62,4.75
Ateles_paniscus_chameck,21386,M,5.5,5.25,4.62,5.37,,5.25,5,,4.37
Ateles_paniscus_chameck,19998,M,5.75,5.62,,5.12,5,,4.62,,
Brachyteles_arachnoides,3.9.4.9,F,7.75,7.87,6.75,5.87,6.12,6.12,5.75,5.37,4.62
Brachyteles_arachnoides,3.9.4.7,F,7.25,7,7.12,5.37,5.5,5.5,5.75,5.37,4.75
Brachyteles_arachnoides,3.9.4.10,F,6.75,6.87,6.62,5.25,5.37,5.62,5.5,5.75,5
Brachyteles_arachnoides,3.9.4.11,F,7.12,7,6.87,5.87,5.62,5.87,5.62,5.62,5.37
Brachyteles_arachnoides,3.9.4.3,M,8.37,8.37,7.25,6.25,6.37,6.62,6.62,5.62,5.62
Brachyteles_arachnoides,3.9.4.4,M,7.87,7.87,6.62,5.75,6,5.87,5.75,5.5,5
Brachyteles_arachnoides,70.1982,M,7.62,7.5,7.25,6.37,6.5,6.37,,6,5.62
Brachyteles_arachnoides,3.9.4.5,M,8.12,8,7.25,6.25,6.62,6.5,6.62,6.12,5.37
Cacajao_calvus,28.4.27.6,F,4.75,4.62,,4.5,4.25,4.5,4.5,,
Cacajao_calvus,28.4.27.5,F,4.25,4.25,,4.12,4.12,4.62,4.37,,
Cacajao_calvus,98397,F,4.62,4.62,4,4.37,4.12,4.5,4.37,4,3.5
Cacajao_calvus,73719,F,4.5,4.5,3.87,4.25,4.25,4.37,4.37,3.75,3.62
Cacajao_calvus,76649,F,4.37,4.37,,4.25,4.25,4.5,4.25,4.25,3.87
Cacajao_calvus,76648,F,4.62,4.62,4.25,4.37,4.37,4.5,4.25,3.25,3.12
Cacajao_calvus,76390,F,4.75,4.25,3.87,4.12,4.12,4.12,3.75,3.62,3.37
Cacajao_calvus,73720,F,4.5,4.43,3.62,4.37,4.25,4.43,4.12,3.68,
Cacajao_calvus,28.4.27.4,M,4.75,4.37,4,4.5,4.5,4.37,4.25,4,3.75
Cacajao_calvus,28.4.27.3,M,4.75,4.5,,4.75,4.62,4.75,4.5,,
Cacajao_calvus,76650,M,4.62,4.5,4.25,4.5,4.37,4.62,4.25,4.25,3.87
Cacajao_calvus,76647,M,4.5,4.5,4,4.75,4.5,4.75,4.37,4,3.62
Cacajao_calvus,76651,M,4.25,4.37,4.12,4.37,4.25,4.37,4.12,3.87,3.62
Cacajao_calvus,76391,M,4.75,4.62,4.12,4.25,4.5,4.37,4.25,4.12,3.87
Cacajao_calvus,76392,M,4.62,4.37,4.12,4.5,4.37,4.5,4.25,3.62,3.5
Cacajao_calvus,73716,M,4.62,4.25,,4.25,4.25,4.37,4.25,3.87,3.75
Cacajao_calvus,73717,M,4.75,4.75,4.37,4.5,4.5,4.75,4.5,4.12,3.87
Cacajao_calvus,73718,M,4.75,4.37,4.37,4.12,4.5,4.5,4.5,4.25,3.87
Cacajao_calvus,98276,M,4.25,4.12,3.87,4.12,4.12,4.12,3.87,3.75,3.25
Callicebus_moloch_discolor,72149,F,3.43,3.43,2.81,3.18,,3.12,3,2.62,2.25
Callicebus_moloch_discolor,72150,F,3.31,3.62,3.06,3,3.18,3.12,3.31,2.87,2.62
Callicebus_moloch_discolor,72152,F,3.62,3.18,3.43,3.37,3.43,3.31,3.25,3.06,2.56
Callicebus_moloch_discolor,72155,F,3.37,3.5,3.12,3.06,3.25,3.06,3.06,2.93,2.68
Callicebus_moloch_discolor,72156,F,3.31,3.43,3.18,3.12,3.25,3.18,3.06,2.93,2.75
Callicebus_moloch_discolor,72160,F,3.62,3.62,3.18,3.25,,3.37,3.25,3.06,2.81
Callicebus_moloch_discolor,98381,F,3.31,3.56,3.56,3.18,3.31,3.43,3.12,3.06,2.62
Callicebus_moloch_discolor,73411,M,3.43,3.5,3.43,3.25,3.5,3.25,3.31,3,2.81
Callicebus_moloch_discolor,73412,M,3.43,3.56,3.56,3.25,3.31,3.37,3.31,3.18,2.93
Callicebus_moloch_discolor,73413,M,3.5,3.43,3.06,3.25,3.62,3.37,3.31,3,2.93
Callicebus_moloch_discolor,73414,M,3.31,3.5,3.37,2.93,3.18,3.25,3.18,2.93,2.43
Callicebus_moloch_discolor,73415,M,3.37,3.56,3.43,3.06,3.12,3.18,3.06,2.93,2.62
Callicebus_moloch_discolor,98379,M,3.25,3.56,3.18,,,3.25,3.25,2.87,2.5
Callicebus_moloch_discolor,72159,M,3.5,3.81,3.31,3.37,3.56,3.5,3.25,3,2.68
Callicebus_moloch_discolor,72158,M,3.43,3.62,3.06,2.93,3.31,3.06,,2.93,2.75
Callicebus_moloch_discolor,72157,M,3.25,3.43,3.12,2.93,3.06,3,3,2.81,2.62
Callicebus_moloch_discolor,72154,M,3.25,3.56,3.06,3.12,3.18,3.18,2.87,2.81,2.5
Callicebus_moloch_discolor,72147,M,3.68,3.68,3.56,,3.56,3.25,3.37,3,2.93
Callicebus_moloch_discolor,72148,M,3.18,3.56,3.37,3,3.18,3.12,3.06,3.06,2.68
Callicebus_torquatus_lugens,36180,F,3.62,3.62,3.37,3.31,3.56,3.19,3.25,2.81,2.31
Callicebus_torquatus_lugens,76861,F,3.62,3.75,3.43,3.37,3.56,3.37,3.37,2.93,2.56
Callicebus_torquatus_lugens,76926,F,3.62,3.56,3.31,3.37,3.56,3.31,3.31,2.81,2.62
Callicebus_torquatus_lugens,76928,F,3.62,3.62,3.62,3.37,3.56,3.31,3.25,2.93,2.5
Callicebus_torquatus_lugens,78462,F,3.37,3.37,3,3.12,3.37,3.12,3.18,2.75,2.56
Callicebus_torquatus_lugens,78464,F,3.43,3.37,3.37,3.18,3.56,3.25,3.25,2.93,2.56
Callicebus_torquatus_lugens,78466,F,3.43,3.56,3.37,3.25,3.31,3.25,3,2.81,2.43
Callicebus_torquatus_lugens,78471,F,3.75,3.75,3.37,3.37,3.5,3.43,3.31,2.87,2.31
Callicebus_torquatus_lugens,78472,F,3.31,3.5,3.18,2.93,3.12,3,3.12,2.62,2.5
Callicebus_torquatus_lugens,78479,F,3.68,3.81,3.5,3.5,3.56,3.56,3.37,2.93,2.62
Callicebus_torquatus_lugens,78480,M,3.62,3.62,3.31,3.31,3.5,3.31,3.31,2.93,2.56
Callicebus_torquatus_lugens,78474,M,3.68,3.56,3.56,3.18,,3.25,3.31,2.75,2.43
Callicebus_torquatus_lugens,78478,M,3.37,3.62,3.25,3.18,3.37,3.31,3.06,2.75,2.25
Callicebus_torquatus_lugens,78469,M,3.62,3.62,3,3.43,3.31,3.43,3.25,2.68,2.25
Callicebus_torquatus_lugens,78470,M,3.31,3.62,3.81,3.12,3.43,3.12,3.31,2.93,2.62
Callicebus_torquatus_lugens,78465,M,3.5,3.43,3.06,3.25,3.18,3.12,2.93,2.5,2.18
Callicebus_torquatus_lugens,78463,M,3.62,3.62,3.37,3.37,3.5,3.31,3.18,3,2.5
Callicebus_torquatus_lugens,76929,M,3.37,3.62,3.5,3.25,3.12,3.25,3.12,2.93,2.62
Callicebus_torquatus_lugens,36177,M,3.56,3.43,3.18,3.18,3.31,3.25,3.06,2.68,2.18
Callicebus_torquatus_lugens,76927,M,3.5,3.43,3,3.12,3.5,3.25,3.18,2.56,2.25
Callithrix_jacchus_jacchus,3.10.1.8,F,2.25,1.93,,2.12,1.93,1.81,1.5,,
Callithrix_jacchus_jacchus,3.10.1.6,F,2.31,1.93,,2.12,1.87,1.81,1.62,,
Callithrix_jacchus_jacchus,3.10.1.5,M,2.37,2.12,,2.12,2.06,1.87,1.68,,
Callithrix_jacchus_jacchus,3.10.1.4,M,2.25,1.75,,2.12,1.93,1.68,1.5,,
Callithrix_jacchus_jacchus,3.10.1.1,M,2.31,1.68,,2.06,1.81,1.62,1.37,,
Callithrix_jacchus_jacchus,3.10.1.4,M,2.31,2.01,,2.07,1.95,1.74,1.53,,
Callithrix_jacchus_penicillata,259427,F,2.31,1.93,,2.12,2.12,1.75,1.62,,
Callithrix_jacchus_penicillata,518570,F,2.68,2.06,,2.43,2.37,2.06,2.06,,
Callithrix_jacchus_penicillata,518572,F,2.75,2.43,,2.5,2.5,2.18,2.06,,
Callithrix_jacchus_penicillata,518575,M,2.5,2,,2.5,2.25,1.93,1.62,,
Callithrix_jacchus_penicillata,518573,M,2.5,2.12,,2.31,2.25,2.12,1.87,,
Callithrix_jacchus_penicillata,518574,M,2.37,2,,2.31,2.18,1.81,1.62,,
Callithrix_jacchus_penicillata,518571,M,2.43,2.06,,2.31,2.18,1.87,1.68,,
Callithrix_jacchus_penicillata,518569,M,2.37,1.93,,2.06,2.12,1.81,1.68,,
Cebuella_pygmaea_pymaea,337330,F,1.58,1.61,,1.38,1.41,1.1,1.19,,
Cebuella_pygmaea_pymaea,337329,F,1.65,1.77,,1.53,1.46,1.16,1.5,,
Cebuella_pygmaea_pymaea,337328,F,1.74,1.65,,1.58,1.53,1.26,1.14,,
Cebuella_pygmaea_pymaea,337327,F,1.65,1.61,,1.5,1.29,1.23,1.1,,
Cebuella_pygmaea_pymaea,337326,F,1.68,1.58,,1.41,1.32,1.19,1.19,,
Cebuella_pygmaea_pymaea,337325,F,1.46,1.58,,1.46,1.38,1.23,1.23,,
Cebuella_pygmaea_pymaea,267506,F,1.8,1.53,,1.46,1.58,1.23,1.34,,
Cebuella_pygmaea_pymaea,336302,F,1.78,1.59,,1.59,1.59,1.25,1.16,,
Cebuella_pygmaea_pymaea,336303,F,1.88,1.69,,1.59,1.5,1.44,1.34,,
Cebuella_pygmaea_pymaea,336304,F,1.78,1.59,,1.5,1.53,1.25,1.28,,
Cebuella_pygmaea_pymaea,336305,F,1.63,1.53,,1.5,1.47,1.34,1.38,,
Cebuella_pygmaea_pymaea,336306,F,1.72,1.5,,1.5,1.5,1.19,1.28,,
Cebuella_pygmaea_pymaea,336307,F,1.69,1.53,,1.56,1.56,1.31,1.22,,
Cebuella_pygmaea_pymaea,336308,F,1.66,1.44,,1.63,1.63,1.41,1.31,,
Cebuella_pygmaea_pymaea,336309,F,1.72,1.44,,1.5,1.5,1.25,1.25,,
Cebuella_pygmaea_pymaea,336310,F,1.63,1.44,,1.41,1.31,1.19,1.16,,
Cebuella_pygmaea_pymaea,336311,F,1.91,1.56,,1.5,1.5,1.31,1.31,,
Cebuella_pygmaea_pymaea,336312,F,1.72,1.56,,1.53,1.5,1.34,1.31,,
Cebuella_pygmaea_pymaea,336313,F,1.63,1.44,,1.5,1.53,1.31,1.28,,
Cebuella_pygmaea_pymaea,336314,F,1.63,1.5,,1.59,1.59,1.28,1.28,,
Cebuella_pygmaea_pymaea,336315,F,1.69,1.44,,1.53,1.56,1.28,1.28,,
Cebuella_pygmaea_pymaea,336316,F,1.69,1.5,,1.53,1.47,1.31,1.28,,
Cebuella_pygmaea_pymaea,336317,F,1.63,1.5,,1.63,1.59,1.28,1.25,,
Cebuella_pygmaea_pymaea,337324,M,1.77,1.68,,1.61,1.46,1.23,1.32,,
Cebuella_pygmaea_pymaea,337323,M,,1.53,,,,1.16,1.16,,
Cebuella_pygmaea_pymaea,337322,M,1.74,1.58,,1.44,1.46,1.26,1.23,,
Cebuella_pygmaea_pymaea,337321,M,1.74,1.5,,1.5,1.53,1.26,1.38,,
Cebuella_pygmaea_pymaea,336323,M,1.77,1.5,,1.29,1.34,1.04,1.16,,
Cebuella_pygmaea_pymaea,336322,M,1.68,1.58,,1.53,1.44,1.19,1.23,,
Cebuella_pygmaea_pymaea,336321,M,1.7,1.56,,1.56,1.44,1.16,1.23,,
Cebuella_pygmaea_pymaea,337320,M,1.65,1.65,,1.5,1.34,1.23,1.19,,
Cebuella_pygmaea_pymaea,337319,M,1.65,1.61,,1.46,1.44,1.23,1.23,,
Cebuella_pygmaea_pymaea,336324,M,1.7,1.34,,1.5,1.41,1.07,1.14,,
Cebuella_pygmaea_pymaea,3336,M,1.68,1.8,,1.41,1.38,1.32,1.23,,
Cebuella_pygmaea_pymaea,336318,M,1.75,1.59,,1.5,1.5,1.25,1.19,,
Cebuella_pygmaea_pymaea,337319,M,1.78,1.56,,1.53,1.5,1.28,1.28,,
Cebuella_pygmaea_pymaea,337320,M,1.78,1.66,,1.56,1.41,1.28,1.25,,
Cebus_apella_libidinosus,518270,F,5,4.75,3.18,4.68,4.62,4.56,4.25,3.68,3.18
Cebus_apella_libidinosus,518271,F,4.87,4.81,,4.87,4.37,4.81,4.25,,
Cebus_apella_libidinosus,518273,F,5.12,4.56,3.43,5.06,4.75,4.87,4.37,3.93,3.5
Cebus_apella_libidinosus,518274,F,4.81,4.81,,5,4.43,4.87,4.25,,
Cebus_apella_libidinosus,518281,F,4.93,4.75,3.75,5.12,4.68,4.93,4.31,4.25,3.5
Cebus_apella_libidinosus,518283,F,4.62,4.31,3.31,4.87,4.68,4.5,4.25,3.62,3.25
Cebus_apella_libidinosus,518336,F,4.81,4.56,3.43,4.56,4.5,4.43,4.25,3.81,3.37
Cebus_apella_libidinosus,518341,F,4.87,4.37,3.62,4.75,4.68,4.81,4.43,4,3.43
Cebus_apella_libidinosus,518344,F,4.75,4.43,3.62,4.62,4.37,4.43,4.06,3.87,3.37
Cebus_apella_libidinosus,518347,F,4.62,4.43,3.37,4.81,4.5,4.56,4.18,3.75,3.31
Cebus_apella_libidinosus,518349,F,4.68,4.25,3.5,4.81,4.31,4.68,4.06,3.93,3.06
Cebus_apella_libidinosus,518350,F,4.62,4.43,3.62,4.75,4.5,4.68,4.37,3.87,3.37
Cebus_apella_libidinosus,518368,F,4.56,4.18,3.62,4.68,4.31,4.37,4.06,3.93,3.68
Cebus_apella_libidinosus,518410,F,4.87,4.5,3.56,4.75,4.68,4.75,4.06,4,3.06
Cebus_apella_libidinosus,518411,F,5,4.43,3.37,5,4.5,4.93,4,4.06,3.37
Cebus_apella_libidinosus,518418,F,4.75,4.56,3.62,5.06,4.62,4.75,3.93,4,3.25
Cebus_apella_libidinosus,270360,F,4.93,4.75,3.5,4.81,4.81,4.62,4.06,3.87,3
Cebus_apella_libidinosus,518465,F,4.81,4.62,,4.75,4.81,4.37,4.18,,
Cebus_apella_libidinosus,518466,F,4.75,4.06,3.5,4.81,4.62,4.62,4.25,3.75,3.12
Cebus_apella_libidinosus,518470,F,4.5,4.25,3.37,4.56,4.43,4.56,4.25,3.62,3.37
Cebus_apella_libidinosus,518471,F,4.81,4.31,3.37,4.81,4.68,4.56,4.18,3.62,3.25
Cebus_apella_libidinosus,518472,M,4.62,3.68,3.5,4.68,4.43,4.5,4.12,3.87,3.25
Cebus_apella_libidinosus,518474,M,4.2,,3.37,4.75,4.62,4.43,4.06,3.68,3.25
Cebus_apella_libidinosus,518468,M,4.87,4.62,3.43,4.93,5.06,4.62,4.5,3.87,3.68
Cebus_apella_libidinosus,518469,M,4.87,4.5,3.25,5,4.68,4.56,4.18,3,3
Cebus_apella_libidinosus,270361,M,4.81,4.62,3.56,4.93,4.81,4.87,4.68,4.12,3.5
Cebus_apella_libidinosus,518276,M,4.75,4.56,3.75,5.06,4.75,4.75,4.5,4.12,3.81
Cebus_apella_libidinosus,518279,M,4.81,4.56,3.62,5.06,4.68,4.93,4.31,3.87,3.5
Cebus_apella_libidinosus,518414,M,5,4.68,4,5.06,4.87,4.93,4,3.81,3.62
Cebus_apella_libidinosus,518415,M,5.37,4.93,4,5.37,4.87,5.12,4.68,4.31,3.68
Cebus_apella_libidinosus,518352,M,4.56,4.18,3.68,4.5,4.37,4.5,3.93,3.87,3.31
Cebus_apella_libidinosus,518365,M,4.56,4.12,3.25,4.56,4.31,4.25,3.62,3.56,2.93
Cebus_apella_libidinosus,518366,M,4.62,4.56,3.87,5.12,4.56,5,4.12,4.43,3.31
Cebus_apella_libidinosus,518337,M,4.81,4.5,3.81,4.93,4.68,4.75,4.31,4.12,3.56
Cebus_apella_libidinosus,518338,M,5,4.68,3.81,5.12,4.81,5,4.43,4.5,3.75
Cebus_apella_libidinosus,518340,M,5,4.5,3.68,4.93,4.5,4.87,4.18,3.81,3.31
Cebus_apella_libidinosus,518280,M,4.68,4.5,3.06,5.06,4.68,4.75,4.12,3.43,3.06
Cebus_apella_libidinosus,518268,M,4.93,5.12,3.62,5.12,5.06,4.87,4.62,4.12,3.81
Cebus_apella_libidinosus,518282,M,4.62,4.18,3.25,5.06,4.56,4.81,4.31,4.18,3.56
Cebus_capucinus_capucinus,291227,F,4.56,4.25,3.5,4.75,4.43,4.56,4,3.81,3.31
Cebus_capucinus_capucinus,291231,F,4.81,4.25,3.62,4.62,4.12,4.43,3.81,3.93,2.93
Cebus_capucinus_capucinus,291223,F,4.43,4.12,3.81,4.68,4.12,4.37,3.87,3.87,3
Cebus_capucinus_capucinus,291225,F,4.56,4.25,3.75,4.56,4.06,,3.81,3.87,3.12
Cebus_capucinus_capucinus,171073,F,4.62,4,3.5,4.75,4.31,4.12,3.87,3.5,3
Cebus_capucinus_capucinus,305581,F,4.87,4.75,4.37,4.75,4.37,4.75,4.37,4.25,3.5
Cebus_capucinus_capucinus,362295,F,4.56,4.12,3.75,4.75,4.37,4.5,4.06,3.87,3.31
Cebus_capucinus_capucinus,324239,F,4.5,4.18,3.81,4.93,4.68,4.81,4.31,3.56,3.37
Cebus_capucinus_capucinus,338118,F,4.5,4.18,3.62,4.56,4.18,4.31,3.93,3.93,3.25
Cebus_capucinus_capucinus,310311,F,4.75,4.37,3.68,5.25,4.81,4.87,4.18,4.37,3.43
Cebus_capucinus_capucinus,310323,F,4.62,4.25,3.68,4.81,4.5,4.5,4.12,4,3.43
Cebus_capucinus_capucinus,310320,F,4.68,4.31,4,4.87,4.5,4.68,4.25,4.18,3.68
Cebus_capucinus_capucinus,315838,F,4.75,4.43,4.12,4.68,4.5,4.56,4.25,4.31,3.62
Cebus_capucinus_capucinus,283909,F,4.87,4.31,4.12,4.81,4.62,4.43,4.12,4.25,3.25
Cebus_capucinus_capucinus,283905,F,4.81,4.56,4,5.06,4.75,4.81,4.37,4.31,3.5
Cebus_capucinus_capucinus,283906,F,4.68,4.12,3.75,4.5,4.62,4.43,4.12,3.87,3.25
Cebus_capucinus_capucinus,284928,F,4.81,4.06,4.18,4.93,4.62,4.56,4,4.18,3.563
Cebus_capucinus_capucinus,284929,F,4.93,4.56,4.06,4.81,4.62,4.87,4.18,4.25,3.5
Cebus_capucinus_capucinus,284930,F,5.06,4.62,3.93,5.25,4.75,4.87,4.18,4.18,3.12
Cebus_capucinus_capucinus,283945,F,5,4.5,3.87,4.81,4.87,4.56,4.37,4.06,3.37
Cebus_capucinus_capucinus,283948,F,5.12,4.5,4.12,4.81,4.62,4.56,4.31,4.18,3.62
Cebus_capucinus_capucinus,283944,F,5,4.25,,4.81,4.62,4.5,4.18,,
Cebus_capucinus_capucinus,199606,F,4.68,4.18,4,4.68,4.12,4.43,3.81,3.5,2.93
Cebus_capucinus_capucinus,284940,F,4.5,4.43,4.06,4.68,4.37,4.5,4.18,4,
Cebus_capucinus_capucinus,284944,F,4.75,4.31,3.93,4.75,4.25,4.56,4,3.75,3
Cebus_capucinus_capucinus,284939,F,4.81,4.5,4.06,4.87,4.56,4.56,4.18,4.18,3.31
Cebus_capucinus_capucinus,284927,M,4.75,4.25,4.06,4.93,4.56,4.75,4.25,4.43,3.37
Cebus_capucinus_capucinus,284943,M,4.93,4.56,4,4.87,4.5,4.81,4.18,4.25,3.37
Cebus_capucinus_capucinus,284963,M,4.68,4.18,3.68,4.93,4.5,4.18,3.87,4.31,3.12
Cebus_capucinus_capucinus,284938,M,4.93,4.56,3.93,4.68,4.56,4.56,4.25,3.93,3.12
Cebus_capucinus_capucinus,284941,M,4.93,4.5,3.93,5.12,4.5,4.68,4.12,4.06,3.5
Cebus_capucinus_capucinus,283941,M,4.81,4.31,4,4.81,4.56,4.62,4.06,4.18,3.43
Cebus_capucinus_capucinus,283942,M,5.06,4.43,4.06,4.56,4.68,4.25,4.12,4.25,3.62
Cebus_capucinus_capucinus,284775,M,4.62,4.5,3.62,5.06,4.44,4.75,4.12,4.43,3.62
Cebus_capucinus_capucinus,284937,M,4.75,4.5,4,5,4.31,4.62,4.25,4.06,3.18
Cebus_capucinus_capucinus,283908,M,4.81,4.5,,5,4.75,4.5,4,,
Cebus_capucinus_capucinus,283910,M,5.06,4.43,4.12,5,4.43,4.56,4.12,4.25,3.56
Cebus_capucinus_capucinus,283904,M,4.75,4.31,3.93,4.93,4.62,4.68,4.25,4.12,3.56
Cebus_capucinus_capucinus,283911,M,4.75,4.37,3.81,4.81,4.43,4.62,4.06,4.06,3.56
Cebus_capucinus_capucinus,310316,M,4.5,4.06,3.81,5,4.37,3.93,3.87,3.93,3.43
Cebus_capucinus_capucinus,310309,M,5.06,4.56,4,4.93,4.75,4.56,4.43,4.12,3.68
Cebus_capucinus_capucinus,291222,M,4.68,4.31,3.93,,4.18,4.43,3.87,4.18,3.31
Cebus_capucinus_capucinus,303091,M,4.75,4.37,4.06,4.81,4.5,4.5,4.18,4.18,3.25
Cebus_capucinus_capucinus,305582,M,4.81,4.5,4.06,4.81,4.5,4.75,4.18,4.25,3.56
Cebus_capucinus_capucinus,306835,M,4.75,4.37,3.93,5.06,4.56,4.81,4.37,4.5,3.81
Cebus_capucinus_capucinus,305580,M,4.5,4.12,3.18,4.56,4.25,4.37,4.06,3.62,3.12
Cebus_capucinus_capucinus,310315,M,4.75,4.43,3.93,4.56,4.5,4.31,4,3.56,3.12
Cebus_capucinus_capucinus,296285,M,4.75,4.31,3.68,4.87,4.5,4.56,4,4.12,3.37
Cebus_capucinus_capucinus,291236,M,4.75,4.56,4,5.12,4.5,4.81,4.31,4.25,3.56
Cebus_capucinus_capucinus,291233,M,4.56,4.25,3.81,4.56,4.18,4.37,3.93,4,3.18
Cebus_capucinus_capucinus,291224,M,4.43,4.18,4.12,4.56,4.12,4.43,3.75,4.18,3.25
Cebus_capucinus_capucinus,291228,M,4.56,4.31,3.68,4.93,4.25,4.87,4.06,4.12,3.5
Cebus_capucinus_capucinus,291226,M,4.81,4.37,4.06,4.75,4.25,4.5,4.18,4.25,3.56
Chiropotes_satanas_chiropotes,406594,?,3.87,3.75,3.56,4.12,3.93,4.06,3.62,3.31,3
Chiropotes_satanas_chiropotes,406576,?,3.56,3.31,2.87,3.68,3.43,3.62,3.06,3,2.56
Chiropotes_satanas_chiropotes,94122,F,4.06,3.81,3.43,3.75,3.93,3.62,3.62,3.18,3
Chiropotes_satanas_chiropotes,94125,F,4.12,,3.5,3.93,3.81,,,3.25,3
Chiropotes_satanas_chiropotes,94129,F,4.12,3.68,3.5,3.68,3.5,3.87,3.43,3.5,
Chiropotes_satanas_chiropotes,94120,F,4,3.87,3.18,3.81,3.81,3.68,3.5,3.37,2.75
Chiropotes_satanas_chiropotes,406592,F,3.68,3.68,3.06,3.37,3.56,3.37,,2.93,2.62
Chiropotes_satanas_chiropotes,409768,F,3.75,3.37,3.12,3.62,3.56,3.43,3.18,3.06,2.68
Chiropotes_satanas_chiropotes,406593,F,3.62,3.43,3.12,3.37,3.43,3.31,3,3.06,2.62
Chiropotes_satanas_chiropotes,406590,F,3.68,3.56,3.37,3.37,3.25,3.43,3,3.06,2.75
Chiropotes_satanas_chiropotes,388161,F,3.68,3.43,3.18,3.56,3.43,3.37,3.06,2.93,2.62
Chiropotes_satanas_chiropotes,388169,F,3.68,3.5,3.12,3.43,3.31,3.31,,3,2.62
Chiropotes_satanas_chiropotes,388168,F,3.75,3.75,3.5,3.56,3.62,3.5,3.25,3.12,2.75
Chiropotes_satanas_chiropotes,388162,F,3.5,3.43,3.25,3.43,3.12,3.37,3.06,3.18,2.81
Chiropotes_satanas_chiropotes,388163,F,3.62,3.43,3.18,3.31,3.25,3.43,3.18,3.12,2.75
Chiropotes_satanas_chiropotes,406432,F,3.81,3.56,3.31,3.56,3.62,3.43,3.31,3.06,
Chiropotes_satanas_chiropotes,406431,F,3.68,3.56,3,3.68,3.81,3.56,3.43,3.12,
Chiropotes_satanas_chiropotes,406430,F,3.68,3.43,3.18,3.43,3.62,3.43,3.31,3.06,2.75
Chiropotes_satanas_chiropotes,388962,F,4.18,4,3.62,4,4.12,3.93,3.81,3.56,3
Chiropotes_satanas_chiropotes,388964,F,3.87,3.93,3.62,3.56,3.87,3.68,3.75,3.5,3.25
Chiropotes_satanas_chiropotes,388963,F,3.81,3.75,,3.5,3.43,3.68,3.5,3.5,3.06
Chiropotes_satanas_chiropotes,94126,M,4.12,3.81,3.56,4.06,3.75,3.87,3.31,2.81,2.75
Chiropotes_satanas_chiropotes,94123,M,4,3.93,3.25,,,3.75,3.43,3.43,2.68
Chiropotes_satanas_chiropotes,94119,M,3.81,3.75,3.43,3.81,3.93,3.81,3.62,3.5,3.18
Chiropotes_satanas_chiropotes,94128,M,3.81,3.93,,3.5,3.81,3.75,3.68,,
Chiropotes_satanas_chiropotes,96123,M,3.68,3.56,2.93,3.37,3.31,3.31,3.25,3.06,2.75
Chiropotes_satanas_chiropotes,94160,M,3.93,3.75,3.31,3.81,3.81,3.5,3.68,3.25,2.81
Chiropotes_satanas_chiropotes,388166,M,3.62,3.5,3.25,3.87,3.62,3.68,3.31,3.06,2.75
Chiropotes_satanas_chiropotes,388165,M,4,3.62,3.06,3.81,3.62,3.62,3.31,3.12,2.93
Chiropotes_satanas_chiropotes,406582,M,3.68,3.62,3.37,3.62,3.62,3.56,3.31,3.18,2.87
Chiropotes_satanas_chiropotes,406588,M,3.75,3.68,3.25,3.56,3.56,3.56,3.25,3.12,2.87
Chiropotes_satanas_chiropotes,406583,M,3.81,3.75,3.43,3.75,3.5,3.75,3.37,3.31,3
Chiropotes_satanas_chiropotes,406591,M,3.87,3.75,3.43,3.75,3.75,3.62,3.5,3.12,2.81
