Species,number,sex,m1 md,m2 md,m3 md,m1 bl tri,m1 bl tal,m2 bl tri,m2 bl tal,m3 bl tri,m3 bl tal
Nasalis_larvatus,1908/3022,M,8.12,8.5,11.37,5.62,6.37,6.75,7,6.75,7
Papio_anubis,1.8.9.22,F,10.12,11.37,13.75,7.62,8.37,9.62,9.62,9.62,8.62
Papio_anubis,29589,F,10.5,12.75,15.87,8,8.12,10.25,10.25,10.75,9.5
Papio_anubis,29788,F,10.37,12.25,16.12,7.87,7.87,10.12,9.62,10.75,9.87
Papio_anubis,11.12.1.1,M,11,13.5,16.25,8.37,9.12,11.62,11.25,12.5,10.25
Papio_anubis,36.12.28.1,M,9.87,13.12,16.25,8.87,9,11,10.75,12,10.25
Papio_anubis,29591,M,10.5,12.62,16.5,8.75,9,10.5,10.62,11.62,10.12
Papio_anubis,29594,M,11.25,13.12,16.37,9.25,,11.87,11.75,,11
Papio_anubis,29786,M,11.37,13,17.5,8.75,9.37,11.12,11.25,11.62,10.62
Papio_anubis,17343,M,10.62,13,16,8,9.37,10.12,10.87,11,10.37
Papio_anubis,31949,M,11.12,13,16.12,8.37,8.75,10.87,10.25,11,10
Papio_cynocephalus_cynocephalus,19934,F,9.5,11,15,7.37,7.75,8.37,8.12,9.75,8.87
Papio_cynocephalus_cynocephalus,A356.133,F,9.12,10.75,13.75,7.37,7.5,8.62,8.5,9.12,8.62
Papio_cynocephalus_cynocephalus,A356.132,F,9.5,10.75,11.87,7.25,7,9.25,8.5,10.25,8.62
Papio_cynocephalus_cynocephalus,11548,F,9.5,11.25,14.25,7.25,7.5,9.12,8.25,9.5,7.62
Papio_cynocephalus_cynocephalus,219a,F,10.25,11.12,14.87,8.12,8.25,9.87,9.75,10.75,9.62
Papio_cynocephalus_cynocephalus,54.752,F,8.87,11.12,14.62,7.12,7.75,9.25,9.25,9.87,9
Papio_cynocephalus_cynocephalus,1981/485,M,10.25,11.75,14.5,7.75,8.5,9.5,9.75,10.25,9.62
Papio_cynocephalus_cynocephalus,A90.06,M,10.62,12,15.37,8.12,8.62,10.37,10,11.5,10.25
Papio_cynocephalus_cynocephalus,nonumber,M,10,12.12,13.87,8.75,8.75,10.5,9.75,11.25,9.5
Papio_cynocephalus_cynocephalus,7587,M,11.25,,15.87,8.12,8.62,,,10.87,9.5
Papio_cynocephalus_cynocephalus,11542,M,11.25,12.75,15.87,8,8.25,10.12,9.87,10.87,10.5
Papio_cynocephalus_cynocephalus,11543,M,10.62,13,16.62,8.5,8.75,10.75,10,11.37,9.87
Papio_cynocephalus_cynocephalus,12173,M,9.5,11.62,14.5,7.5,7.75,9.87,9.37,10.62,9.12
Papio_cynocephalus_cynocephalus,27.2.9.1,M,10.87,12.75,16.62,8.5,8.75,11.25,10.25,11.87,9.87
Papio_cynocephalus_cynocephalus,24.1.1.4,M,10.12,12.62,16.87,8.5,8.5,10.62,10.12,11.37,10
Papio_cynocephalus_kindae,61.779,F,7.75,9.63,13.5,7.5,7.38,9,8.25,9.38,8.38
Papio_cynocephalus_kindae,61.788,F,7.5,8.63,11.88,5.63,6.38,7,7.38,7.63,7.13
Papio_cynocephalus_kindae,61.793,F,9,10.5,13.5,7.63,8,9.38,9.5,9.5,8.63
Papio_cynocephalus_kindae,61.776,F,7.5,9.38,12.38,6.25,6.38,8.13,7.88,8.5,7.75
Papio_cynocephalus_kindae,61.784,F,7.25,8.63,10.88,5.88,6.25,7,7,7.38,6.88
Papio_cynocephalus_kindae,61.758,F,8,9.75,11.88,7.25,7.38,8.38,8.38,9.25,8.13
Papio_cynocephalus_kindae,61.772,F,8.63,9,11.5,6.38,6.5,7.5,7.13,7.88,7.13
Papio_cynocephalus_kindae,61.773,F,7.25,9,11.75,5.88,6.25,7.38,,8.25,8
Papio_cynocephalus_kindae,61.767,F,7.75,9.75,12.63,6.5,7,8.38,8.25,8.5,8.13
Papio_cynocephalus_kindae,61.774,F,8,9.5,12.63,6.38,6.75,7.75,7.5,8.5,7.5
Papio_cynocephalus_kindae,61.768,F,7.63,8.88,11.5,6.88,7.13,7.63,7.63,8,7.63
Papio_cynocephalus_kindae,67.1659,F,7.13,8.88,10.63,6.63,6.63,7.5,7.63,8,7
Papio_cynocephalus_kindae,61.741,F,8.38,10.63,12.25,6.63,7.13,8,8,8.38,7.75
Papio_cynocephalus_kindae,61.735,F,8.5,10.25,,6.75,7.38,7.88,7.75,8.13,7.38
Papio_cynocephalus_kindae,61.766,M,9,10.38,13.38,7,,8.88,,9.63,9.13
Papio_cynocephalus_kindae,61.753,M,8.5,10.25,13.5,7.38,7.75,9,8.63,9.38,7.88
Papio_cynocephalus_kindae,61.775,M,8.38,9.88,12.5,6.63,7,8.13,8.25,8.63,7.75
Papio_cynocephalus_kindae,69.561,M,8.75,10.88,14.38,7,7.88,9,8.25,9.25,8.13
Papio_cynocephalus_kindae,69.556,M,8.88,10.63,13.25,7.25,7.75,,9.25,9.5,9.75
Papio_cynocephalus_kindae,67.1658,M,8.75,10.38,13.38,7.38,8.13,8.75,9.13,9.5,8.88
Papio_cynocephalus_kindae,69.555,M,8.5,10.25,14.25,7.5,7.75,9.5,8.88,10.25,8.38
Papio_cynocephalus_kindae,1961.8,M,8.63,9.88,10.75,6.88,7.5,8.63,9.13,9.25,9
Papio_cynocephalus_kindae,61.745,M,7.75,9.13,13.25,,,8.63,8.5,9.63,8.13
Papio_hamadryas,99.11.6.1,F,9.12,11,13.37,6.75,,8.62,8,9,7.87
Papio_hamadryas,996,F,10.75,13.25,16.5,7.75,8.12,9.75,10,9.87,9.5
Papio_hamadryas,1553,F,8.5,12,15.37,7.5,,9.25,9.25,9.62,9
Papio_hamadryas,B-1222,F,9.25,11.5,14.25,7.25,7.37,9.37,9.37,9.62,8.5
Papio_hamadryas,1028,F,9.62,12.5,14.87,7.62,7.5,9.5,9.25,10,9
Papio_hamadryas,1972356,M,9.62,12.37,15.75,7.62,7.62,9.75,10.12,10.5,9.87
Papio_hamadryas,1972359,M,10.62,12.5,16.25,8.25,8.25,9.87,9.5,11,10
Papio_hamadryas,1969447,M,11,13,16.5,8,8.25,9.87,9.75,10.62,9.75
Papio_hamadryas,2.11.22.1,M,9.87,11.87,15.37,7.12,7.37,9,8.62,9.37,8.5
Papio_hamadryas,50a,M,10.75,12.75,16.5,7.62,7.87,9.87,9.62,10.37,9.62
Papio_hamadryas,10.10.3.1,M,10.62,12.75,15.87,7.87,8,10.25,10,10.25,9.12
Papio_hamadryas,00.6.28.1,M,10.5,12.37,16,7.5,7.75,9.62,9.87,10.25,9.25
Papio_hamadryas,32.7.6.1,M,10.62,12.25,15.37,7.62,8.12,10.12,9.62,10,9.25
Papio_hamadryas,15831,M,10.62,13.37,16.62,7.75,8.5,10.75,10.25,11.12,9.5
Papio_hamadryas,6921,M,10,12.5,14.87,7.37,7.75,9.75,9.62,10.37,9
Papio_hamadryas,5730,M,10.37,13.25,17.62,7.75,7.75,10.5,9.87,11.62,9.87
Papio_hamadryas,403,M,11.12,13,17.25,7.87,8.12,10.5,10.5,10.25,9.5
Papio_hamadryas,B-1214,M,10,12.25,14,7.62,8,9.87,10.12,10.25,9.25
Papio_hamadryas,B-1152,M,10.37,13.12,15.5,7.75,7.75,10.25,10,10.87,9.75
Papio_hamadryas,B-1218,M,9.87,12.37,15.62,8,8,9.87,10,10.37,9.37
Papio_hamadryas,B-900,M,10.5,12.87,15.5,8.5,8.37,10.62,10.12,11.12,9.75
Papio_hamadryas,27036,M,10,11.87,16,8,7.87,10,9.87,11,9.5
Papio_hamadryas,27037,M,10.12,12.75,17,7.25,7.62,10,9.75,10.62,9.62
Papio_hamadryas,27035,M,9.87,11.75,16.25,7.37,7.75,9.5,10,10.12,9.5
Papio_hamadryas,27034,M,10.25,12.5,16.62,7.87,8.25,10.12,10.12,10.87,9.62
Papio_hamadryas,27192,M,11,13.25,17,8.12,8.5,10.75,10.62,11.37,9.75
Papio_papio,9195,M,10.75,12.5,15.75,8,8.5,10.25,9.87,10.87,9.62
Papio_papio,1206k,M,11.12,12.87,16.5,8.62,8.87,11,10.87,11.5,9.62
Papio_ursinus,A88.54,F,10.12,12.62,15.75,8,8.12,,9.62,10.75,10.12
Papio_ursinus,A88.21,F,10,11.87,15.25,7.87,,9.37,9.12,9.62,8.87
Papio_ursinus,11.3.26.1,F,10.12,13,16.62,8.37,8.75,10.87,10.5,11.62,10.75
Papio_ursinus,A88.58,M,10.37,12.75,16.12,7.87,,10.12,9.5,10.62,9.87
Papio_ursinus,73.1957,M,11.87,13.87,17.5,,9.5,11.25,10.87,11.62,10.62
Papio_ursinus,27.2.11.5,M,12.5,15.25,20.12,9.25,9.62,11.75,10.75,11.87,11.25
Papio_ursinus,5.5.7.37,M,12.25,,18.5,8.62,8.75,11,10.12,11.87,10.87
Pan_paniscus,RG888,?,9.25,9.63,9.25,8,7.75,8.5,8.13,,7.38
Pan_paniscus,RG15293,?,9.75,9.75,,9,8.5,9.38,8.63,9.38,8.75
Pan_paniscus,RG15294,?,10,10.13,9,9,9.13,9.25,8.88,8.25,8
Pan_paniscus,RG14738,?,,9.63,7.88,8.38,8,8.75,7.63,8.63,7
Pan_paniscus,RG15296,?,8.88,9.75,9.25,8.5,8.13,9,8.38,8.5,7.88
Pan_paniscus,RG15295,?,10.25,10.38,9.75,8.75,8.88,9.38,9.13,8.75,8.13
Pan_paniscus,RG29066,?,10.75,11.13,9.88,9.63,9.5,9.88,9.13,9.25,8.25
Pan_paniscus,RG9338,F,9.75,9.5,9.38,9.13,9,9.38,9,8.63,8
Pan_paniscus,RG13201,F,9.38,10.25,9.38,8.38,8.5,8.88,8.63,8.13,7.5
Pan_paniscus,RG11352,F,9.75,,,8.5,,8.88,8.88,,
Pan_paniscus,RG20889,F,9.38,9.75,9.5,8.63,8,9,8,8.13,7.63
Pan_paniscus,RG26991,F,,10,10.25,8.88,,9.63,8.88,9,8.5
Pan_paniscus,RG26989,F,10.38,,9.75,9.75,10,9.88,9.5,9.38,8.5
Pan_paniscus,RG27012,F,10.75,11.38,10,9.75,9.5,10,9.5,9.13,8.38
Pan_paniscus,RG27698,F,10.13,10,9.38,9.38,8.75,9.13,8.25,9,7.63
Pan_paniscus,RG29040,F,10.25,11.63,9.63,9.5,8.88,9.75,9.5,8.88,8.38
Pan_paniscus,RG29042,F,9.75,10.25,9.63,7.75,,,8.63,7.63,7.5
Pan_paniscus,RG29060,F,10,10.13,9.88,8.75,8.25,9.25,8.25,8.88,8.13
Pan_paniscus,RG29065,F,10.25,,10.88,9.13,9.13,,,8.75,9.5
Pan_paniscus,84036M-2,F,9.25,9.25,9.13,8,8.25,8.75,8.75,8,7.88
Pan_paniscus,84036M10,F,10.13,11.13,,8,8.13,8.63,8.38,,
Pan_paniscus,38020,M,10.12,9.62,8.5,9.12,8.87,9.25,8.87,8.5,8
Pan_paniscus,RG11149,M,10.38,11.25,9.5,9.63,,10.88,9.88,9.63,9.13
Pan_paniscus,RG11353,M,10.5,,,9,,8.88,8.75,,
Pan_paniscus,RG23509,M,9.75,10.88,9.38,9.13,8.75,9.5,9.38,8.5,8.5
Pan_paniscus,RG20881,M,10.25,8.88,9.5,8.88,8.5,8.38,7.88,8.5,8
Pan_paniscus,RG26944,M,10.13,10.38,,9.75,8.88,9.63,8.75,9,8.5
Pan_paniscus,RG26945,M,9.88,10,9.38,9.06,,9.25,8.13,9.75,7.88
Pan_paniscus,RG26963,M,10,10.63,9.5,9.38,9.5,9.75,9.25,9.38,8.38
Pan_paniscus,RG27002,M,10.5,10.38,9.25,9.75,9.38,9.63,8.88,9.25,8.38
Pan_paniscus,RG27005,M,10.5,11.25,8.63,9.63,,10,9.25,8.63,7.88
Pan_paniscus,RG29036,M,10.5,10.5,,9.25,8.63,9.5,8.75,,
Pan_paniscus,RG29050,M,10,10.13,8.38,8.88,9,9.13,8.5,8.38,7.75
Pan_paniscus,RG29047,M,10.38,10.88,10.5,9.13,9.38,9.5,9.13,9,8.63
Pan_paniscus,RG29052,M,9.25,10.25,8.88,9,8.5,9.63,8.75,8.25,7.63
Pan_paniscus,84036M4,M,11,11.38,9.63,8.75,8.88,9.13,9.25,8.13,8.13
Pan_paniscus,84036M1,M,10.13,10.25,9.88,9.13,9,9.38,9.25,9,8.13
Pan_paniscus,84036M9,M,9.25,10.63,8.75,8.63,8.88,9.25,9.13,7.88,8
Pan_troglodytes_schweinfurthi,RG1554,?,12.38,12.5,11.5,10.13,,11.5,10.88,,
Pan_troglodytes_schweinfurthi,RG928,?,11.5,11.88,12.5,9.25,9.63,10.5,10.25,10,9.88
Pan_troglodytes_schweinfurthi,RG929,?,11,11.63,10.88,9.63,9.5,10.38,9.63,9.75,8.88
Pan_troglodytes_schweinfurthi,RG2488,?,11.88,12,12.25,10.38,10,10.75,10.75,11.38,10.63
Pan_troglodytes_schweinfurthi,RG2916,?,11.13,12.25,12.5,9.88,10.25,11.13,11,10.38,10.63
Pan_troglodytes_schweinfurthi,RG2523,?,11.38,12,12.13,,,11,11.13,10.75,10.63
Pan_troglodytes_schweinfurthi,RG2665,?,11.25,11.88,11.13,10.13,9.88,11.13,10.25,9.88,8.75
Pan_troglodytes_schweinfurthi,RG4188,?,12,12.25,12.25,10.38,10.88,11.13,11.13,10.88,10.25
Pan_troglodytes_schweinfurthi,RG7000,?,11,12.13,10,9.88,9.63,10.88,10,9.25,8.63
Pan_troglodytes_schweinfurthi,RG7003,?,10.63,11.63,10.88,9.75,9.63,10.38,9.88,10,8.88
Pan_troglodytes_schweinfurthi,RG9239,?,11.75,12.25,11.5,,9.75,11,,10.75,10.38
Pan_troglodytes_schweinfurthi,RG9246,?,11.88,11.75,12.25,10.25,10.13,11.13,10.38,10.75,10.13
Pan_troglodytes_schweinfurthi,RG9247,?,11.38,12.25,11.63,9.63,9.75,10.25,10.5,9.5,9.5
Pan_troglodytes_schweinfurthi,RG9270,?,10.88,11.38,,10.5,9.75,11.5,10.63,10.88,9.38
Pan_troglodytes_schweinfurthi,RG10071,?,11.25,11,10.38,8.75,9.25,9.13,8.75,9.63,9.13
Pan_troglodytes_schweinfurthi,RG10411,?,10.63,11.63,12.38,11,,11.5,11,,10.38
Pan_troglodytes_schweinfurthi,RG11762,?,11.25,11.75,10.88,10.25,10.25,10.38,10.13,9.25,8.88
Pan_troglodytes_schweinfurthi,RG11987,?,11.38,11.13,10.63,9.75,9.38,10,9.38,9.75,8.75
Pan_troglodytes_schweinfurthi,RG15350,?,,,11.63,10.38,,,10.5,,10
Pan_troglodytes_schweinfurthi,RG17749,?,11,11.5,11.13,10.25,10.38,10.63,,9.75,9.88
Pan_troglodytes_schweinfurthi,RG19534,?,11.75,12.38,12.13,10.5,10.63,11.88,11.13,11,10.5
Pan_troglodytes_schweinfurthi,RG8341,F,11.88,12.75,11.75,10.25,10.38,10.75,10.75,9.63,9.75
Pan_troglodytes_schweinfurthi,RG9655,F,10.5,11.38,10.88,,,10.38,9.88,9.63,9.13
Pan_troglodytes_schweinfurthi,RG10448,F,11.75,12.63,11.25,9.88,9.88,10.75,10.5,9.88,9.88
Pan_troglodytes_schweinfurthi,RG20480,F,11.38,11.38,10.88,,,10.63,10.63,10.13,9.38
Pan_troglodytes_schweinfurthi,RG27265,F,11.25,11.75,10.63,10.63,10.38,10.75,10.25,10,9.13
Pan_troglodytes_schweinfurthi,RG30845,F,11,11.38,10.88,8.88,9.13,9.88,9.38,9,8.13
Pan_troglodytes_schweinfurthi,RG688,M,11.75,12,11.13,10.38,9.75,10.75,10.5,10.25,9.38
Pan_troglodytes_schweinfurthi,RG2297,M,11.5,12.25,11.88,10.5,10.5,10.88,10.63,10.75,10.13
Pan_troglodytes_schweinfurthi,RG8369,M,11.88,12.63,12,9.63,10.38,10.5,10.88,10.25,10
Pan_troglodytes_schweinfurthi,RG9576,M,11.25,12.13,11.63,9.88,10.13,10.88,10.88,10.63,9.75
Pan_troglodytes_schweinfurthi,RG10482,M,10.63,11.25,10.5,,10.25,10.75,10.63,10.5,9.75
Pan_troglodytes_schweinfurthi,RG10447,M,12.13,12.13,11.5,10.63,10.25,11.63,11.13,10.5,10.13
Pan_troglodytes_schweinfurthi,RG20237,M,11,12.25,,,,10.75,,10.38,10.13
Pan_troglodytes_schweinfurthi,RG25534,M,,10.75,10.38,9,9,9.38,9,9.25,8.25
Pan_troglodytes_schweinfurthi,RG25535,M,11.25,12.63,12.88,,,11.25,10.38,11.25,
Pan_troglodytes_troglodytes,M.5063RD,F,11.5,11.63,9.25,10.38,10.5,10.38,10,9.38,8.38
Pan_troglodytes_troglodytes,M.299,F,10.88,10.75,9.38,9,9.13,9.25,9.63,9.75,9
Pan_troglodytes_troglodytes,M.491,F,10.38,11,10.38,9.5,9.5,10.38,10.13,10.13,9.75
Pan_troglodytes_troglodytes,M.449,F,11,11.63,11.38,9.88,10.13,10.5,10.5,10.25,9.75
Pan_troglodytes_troglodytes,M.169,F,11.13,10.63,10,9.25,9.13,9.63,9.25,9.63,9
Pan_troglodytes_troglodytes,M.1483RD,F,11,11.13,11.38,9.38,9.75,10.13,10,9.63,10
Pan_troglodytes_troglodytes,M.181,F,11,11.13,9.5,9.38,9.38,10,9.75,8.88,8.5
Pan_troglodytes_troglodytes,M.664,F,10.63,11,10.38,9.5,9.5,10.25,10.5,10.25,9
Pan_troglodytes_troglodytes,M.720,F,11.13,11.63,10.25,9.38,9.63,9.88,9.63,9.63,9.63
Pan_troglodytes_troglodytes,M.13,F,10.88,10.75,10.13,9.63,10.13,10,10,9.63,8.88
Pan_troglodytes_troglodytes,M.1583RD,F,11.5,13,13,9.88,10.38,10.63,11.13,10.75,10.25
Pan_troglodytes_troglodytes,M.501,F,11.25,11.13,11,10,9.63,10.5,10,10.25,9.38
Pan_troglodytes_troglodytes,M.348,F,11.13,10.88,9.75,9.63,9.63,9.88,9.75,9.38,8.63
Pan_troglodytes_troglodytes,M.504,F,10.63,10.88,11.13,9.25,9.63,10,10.38,10.25,9.88
Pan_troglodytes_troglodytes,M.184,F,10.63,11,10.38,9.38,9.75,9.88,10.13,9.63,9.13
Pan_troglodytes_troglodytes,M.467,F,11.75,11.75,11.38,9.75,9.63,10.25,10.25,10.25,10.5
Pan_troglodytes_troglodytes,M.425,F,11,10.25,10,8.88,9.5,9,9.75,9.75,9.38
Pan_troglodytes_troglodytes,M.450,F,11,11,10.25,9.75,9.5,10.5,9.88,9.75,9.38
Pan_troglodytes_troglodytes,M.105,F,12.13,12.13,11.5,9.63,10.25,10.13,10.88,10.38,10
Pan_troglodytes_troglodytes,M.4742ND,F,12.25,12.5,12.13,10.13,10.13,11,10.63,9.88,10
Pan_troglodytes_troglodytes,M.873,F,11.88,11.5,10.5,10.38,10.38,11.13,10.75,10.75,10
Pan_troglodytes_troglodytes,M.800,F,11.88,12,10.63,10.13,10.38,11.25,11,10.5,9.88
Pan_troglodytes_troglodytes,M.803,F,11,12.38,11.75,9.75,10.5,10.38,11.13,9.88,10.13
Pan_troglodytes_troglodytes,M.967,F,10.88,11.5,10.5,9.25,9.38,10.63,10.5,10,9.75
Pan_troglodytes_troglodytes,M.986,F,11.13,11.5,11,9.25,9.25,9.5,9.38,9.63,8.88
Pan_troglodytes_troglodytes,M.2543RD,M,11,11,11.13,9.5,9.63,9.88,9.75,10.38,9.25
Pan_troglodytes_troglodytes,M.984,M,12.25,11.25,10.88,10.13,10.63,10.63,10.13,10.13,9.75
Pan_troglodytes_troglodytes,M.401,M,11,11.75,10.88,9.38,9.63,9.88,9.88,9.25,9.13
Pan_troglodytes_troglodytes,M.988,M,11.5,11,10.5,10.5,10.5,10.13,10.38,10.25,9.63
Pan_troglodytes_troglodytes,M.347,M,11.63,12.5,12.13,9.5,10.25,10.25,10.75,10.5,10.25
Pan_troglodytes_troglodytes,M.724,M,11.5,11.75,10.25,9.88,9.88,10.38,10.38,10.5,10.13
Pan_troglodytes_troglodytes,M.712,M,,11.75,10,9.63,10.13,10.25,10.25,9.63,9.25
Pan_troglodytes_troglodytes,M.144,M,11.25,12,11.88,10,9.88,10.75,10.38,10.88,10.5
Pan_troglodytes_troglodytes,CAMII62,M,11.88,11.5,11.88,10.75,10.38,11.63,11,11.75,11
Pan_troglodytes_troglodytes,Z.VII.24,M,12,13.13,12,10.13,10.5,11.63,11.13,11.25,10.25
Pan_troglodytes_troglodytes,Z.IX.49,M,11.75,13,12,10.13,10.63,11.5,10.88,11.88,10.25
Pan_troglodytes_troglodytes,Z.VI.34,M,11.38,12,11.38,9.63,9.38,11,10.5,10.63,9.88
Pan_troglodytes_troglodytes,Z.VII.25,M,12,12.75,12.75,10.38,10.38,11.25,11.63,11.63,11.25
Pan_troglodytes_troglodytes,CAMI219,M,11.38,11.25,11,9.25,10.13,10.25,10.75,10,9.75
Pongo_abelli,37518,F,13.37,14,13.75,11.62,10.5,13.12,12.12,12.62,11.25
Pongo_abelli,37519,F,12.62,12.75,13.12,11.62,11,12.87,11.87,12.37,11.12
Pongo_abelli,1913/1452,F,11.87,12.25,12.25,9.75,10.5,10.75,11.12,10.25,10
Pongo_abelli,1913/1467,F,13.25,14,13,11.25,12.12,11.62,11.87,10.87,10.12
Pongo_abelli,50960,M,13.62,15,15.62,12.25,12.62,13.75,13.62,12.37,11.62
Pongo_abelli,12209,M,13,13.75,13.62,11,11.62,11.5,11.87,11.37,11.12
Pongo_abelli,A612682,M,12.75,13.87,14.62,11.87,11.75,13.37,13.12,13.12,13.37
Pongo_pygmaeus,1981/159,F,12.37,13.12,13.25,11.37,11.37,12.25,11.87,11.25,10.37
Pongo_pygmaeus,1981/135,F,11.75,12.5,12.37,10.62,10.87,12,11.75,11.12,10.75
Pongo_pygmaeus,1981/168,F,12.25,13.25,13.75,11.25,11,12.37,11.75,12.25,11.12
Pongo_pygmaeus,1981/167,F,12.25,12.87,12.12,11,11.25,11.75,11.62,11.37,10.12
Pongo_pygmaeus,1981/166,F,13.12,14,14,11.75,11.62,12.62,12.75,12.37,12.12
Pongo_pygmaeus,1981/165,F,13.62,13.87,13.75,11.5,11.75,12.62,12.5,12.87,10.87
Pongo_pygmaeus,1981/136,F,12.5,12.37,12.75,11,11.37,11.62,11.25,11.12,10.5
Pongo_pygmaeus,1981/170,F,12,12.12,12,11,11,11.5,10.75,10.25,9.75
Pongo_pygmaeus,1981/169,F,12.87,13.62,14.75,11.87,11.62,13,12.12,11.87,11
Pongo_pygmaeus,1981/139,F,13.12,13.5,13.5,11.5,11.5,12.37,11.87,12,10.37
Pongo_pygmaeus,1981/205,F,14,13.87,14.25,12.25,12.25,12.12,12.12,11.75,11.25
Pongo_pygmaeus,1981/177,F,13.12,13.25,14.25,11.62,11.5,12.75,12.62,12.62,12.37
Pongo_pygmaeus,1981/208,F,12.25,12.62,12.62,11.12,11.37,11.5,10.87,11.25,10.37
Pongo_pygmaeus,1981/184,F,13.75,13.25,13.75,12.37,11.75,12.75,12,12,10.75
Pongo_pygmaeus,1981/179,F,13,12.37,12.37,11.37,11.5,12.12,11,10.75,9.87
Pongo_pygmaeus,1981/157,F,12.5,12.62,12.37,11,11.37,11.5,11.12,10.87,10
Pongo_pygmaeus,1981/155,F,13.12,13.75,13.12,11.12,11.25,12.37,11.87,11,10.37
Pongo_pygmaeus,1981/156,F,11.87,12.5,13.5,11.25,11.25,12.62,12,11.5,11.75
Pongo_pygmaeus,1981/219,F,12.87,13.12,12.62,11.75,12.25,12.25,12.12,11.12,10.87
Pongo_pygmaeus,1981/226,F,12.62,12.25,11.62,11.25,11.25,11.37,11.37,11,10.25
Pongo_pygmaeus,1981/45,M,13.25,13.75,13.5,11.5,11.62,12,11.87,12.25,10.5
Pongo_pygmaeus,1981/129,M,14,14.87,14.75,13.25,13.12,14.12,13.25,14.12,13.75
Pongo_pygmaeus,1981/196,M,13.75,14.62,13.37,13.62,12.37,13.87,12.62,12.62,
Pongo_pygmaeus,1981/198,M,13.75,14.5,14.62,12.62,12.75,13.62,13.62,13.37,12.75
Pongo_pygmaeus,1981/144,M,14.5,16.62,16.62,13.37,13.62,15,15.25,15,15.12
Pongo_pygmaeus,1981/143,M,14,14.62,15.25,12.75,12.75,14,12.75,12.87,12.37
Pongo_pygmaeus,1981/141,M,13,14.37,14.37,11.5,12,13.25,12.87,12.12,11.37
Pongo_pygmaeus,1981/146,M,14.25,15.25,14,12.25,12.5,13.62,13,12.25,11.62
Pongo_pygmaeus,1981/145,M,13.25,14.62,14.75,12,12.37,13.5,13.62,12.87,12.5
Pongo_pygmaeus,1981/178,M,13,15.12,14.12,,12.12,13.37,12.62,12.5,11.75
Pongo_pygmaeus,1981/151,M,13.12,13.37,13.75,12.25,12.5,12.75,12.5,12.37,11.62
Pongo_pygmaeus,1981/149,M,14.62,14.87,14.75,12.5,12.87,13,12.62,11.87,11.37
Pongo_pygmaeus,1981/183,M,15,15.25,14.12,14.12,14.25,14.75,14,,
Pongo_pygmaeus,1981/153,M,13.87,14.12,13.25,12.62,12.37,13.37,13.12,12.12,11.5
Pongo_pygmaeus,1981/152,M,13.87,14.87,14.87,12.62,12.25,13.62,12.87,12.62,11.5
Pongo_pygmaeus,1981/190,M,13.5,13.62,,11.75,12,12.25,12,12,11.5
Pongo_pygmaeus,1981/186,M,13.25,13.87,14.12,12.12,11.87,12.87,11.62,13,11.75
Pongo_pygmaeus,1981/222,M,14.37,13.25,13.12,12,11.87,12,11.75,11.87,11.25
Pongo_pygmaeus,1981/220,M,13,14,13.75,12.25,12.25,13.5,13.37,12.62,12.12
Pongo_pygmaeus,1981/187,M,14,15,15.12,12.87,13.12,13.75,13.37,12.75,11.87
Presbytis_comata,16686,F,6,6.12,7,5,5.25,5.5,5.62,5.37,5.37
Presbytis_comata,1086,F,5.5,6,6.75,4.37,4.62,5.25,5.25,5.12,5
Presbytis_comata,09.1.5.22,F,6.12,6.12,6.5,4.75,5,5.25,5.37,5.25,5
Presbytis_comata,82.2.6.2,F,5.87,6,6.62,4.75,5,5.37,5.37,5,4.75
Presbytis_comata,26823,F,6.25,6.5,6.62,5.25,5.37,5.87,5.87,5.25,5
Presbytis_comata,5.18g1,F,6,5.87,6.5,4.87,5,5.37,5.5,5.25,5.12
Presbytis_comata,26822,F,5.75,5.62,5.37,4.62,5,5,5.37,5,5
Presbytis_comata,54.54,M,5.87,5.62,6.12,4.37,4.75,5,,4.87,4.75
Presbytis_comata,54.55,M,5.87,5.87,6.5,4.62,4.87,5.12,5.5,5,4.75
Presbytis_comata,54.52,M,6.25,6.25,7.12,5.12,5.25,5.62,5.62,5.62,5.25
Presbytis_comata,26821,M,6.25,6.12,6.87,4.87,5.25,5.37,5.75,5.25,5.37
Presbytis_comata,26820,M,6.25,6.25,6.62,4.87,5,5.5,5.37,5,4.87
Presbytis_comata,34296,M,6.25,6.12,6.5,5.25,5.37,5.37,5.62,5.25,5.12
Presbytis_comata,34337,M,5.87,5.87,6.62,4.75,5.12,5.37,5.37,5.12,4.87
Presbytis_comata,34335,M,6,5.87,6.37,4.62,5,5.12,5.37,5,4.87
Trachypithecus_cristata_pyrrhus,1944/3140,F,7.12,7.75,9.5,5.37,5.62,6.5,6.62,6.5,6.37
Trachypithecus_cristata_pyrrhus,1944/3141,F,6.75,7.37,8.12,5,5.25,6,5.87,5.75,5.37
Trachypithecus_cristata_pyrrhus,1944/3133,F,6.62,7.37,8.37,5,5.37,6,6.37,6.12,6.12
Trachypithecus_cristata_pyrrhus,1944/3138,F,6.87,7.37,8.87,5.12,5.12,6.12,6.25,6.12,6
Trachypithecus_cristata_pyrrhus,1944/3108,F,6.87,7,7.37,5.37,5.62,6.12,6.25,6,5.62
Trachypithecus_cristata_pyrrhus,1944/3106,F,7.12,7.62,9.25,5.75,5.87,6.62,6.62,6.62,6.37
